鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
苗栗市,租賃房屋,苗栗縣苗栗市嘉盛里６鄰為公路６２５巷６６弄１號,0.0,,,,1130430,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0770111,159.77,3,2,2,有,無,有,12000,75,,0.0,0,,RPPNMLRKNHJGFBK78CC,整棟(戶)出租,無,1130505~1140504,無,冷氣、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市恭敬里８鄰中正路１０９０號４樓之５１,0.0,,,,1120331,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960716,30.58,1,0,1,有,有,有,5000,164,,0.0,0,續租案件；,RPQNMLRKNHJGFBK88CC,獨立套房,有,1120331~1130330,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市嘉盛里６鄰為公路６２５巷６６弄１號,0.0,,,,1120505,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0770111,159.77,3,2,2,有,無,有,12000,75,,0.0,0,續租案件；,RPRNMLRKNHJGFBK98CC,整棟(戶)出租,無,1120505~1130504,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市玉清里２１鄰自強路６２號,0.0,,,,1120627,土地0建物1車位0,全,1,透天厝,住家用,加強磚造,,68.56,3,2,2,有,無,有,9000,131,,0.0,0,續租案件；,RPSNMLRKNHJGFBK09CC,整棟(戶)出租,無,1120627~1130626,無,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市水源里陽明４５號,0.0,,,,1120101,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,,97.96,4,2,2,有,無,有,10000,102,,0.0,0,,RPUNMLRKNHJGFBK66CC,整棟(戶)出租,無,1120101~1121231,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市勝利里３６鄰榮興１之１號三樓,0.0,,,,1120814,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830303,117.73,4,2,2,有,有,有,7500,64,,0.0,0,續租案件；,RPVNMLRKNHJGFBK76CC,整棟(戶)出租,有,1120814~1130813,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市建功里２８鄰長春街５號３樓之１,0.0,,,,1120222,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041104,63.93,1,1,1,有,有,有,10000,156,,0.0,0,續租案件；,RPWNMLRKNHJGFBK86CC,獨立套房,有,1120222~1130221,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市玉華里４鄰玉清街７４號,0.0,,,,1120227,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,,102.28,4,3,2,有,無,無,11500,112,,0.0,0,續租案件；,RPXNMLRKNHJGFBK96CC,整棟(戶)出租,無,1120227~1130226,無,熱水器、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市恭敬里８鄰中正路１０９０號五樓之二十八,0.0,,,,1120731,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960716,36.63,1,0,1,有,有,有,4700,128,,0.0,0,續租案件；,RPOOMLRKNHJGFBK78CC,獨立套房,有,1120731~1130730,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
公館鄉,租賃房屋,苗栗縣公館鄉館東村信東路２８號,0.0,,,,1120310,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0721212,207.77,5,2,3,有,無,有,12000,58,,0.0,0,續租案件；,RPPOMLRKNHJGFBK88CC,整棟(戶)出租,無,1120310~1130309,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
公館鄉,租賃房屋,苗栗縣公館鄉鶴山村６鄰鶴山２１６之２號,0.0,,,,1120831,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1090219,208.53,5,2,5,有,無,有,19800,95,,0.0,0,續租案件；,RPQOMLRKNHJGFBK98CC,整棟(戶)出租,無,1120831~1130830,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,土地,大埔段頂大埔小段218地號,1091.0,工,,,1130430,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,99000,91,,0.0,0,含增建或未登記建物；,RPPNMLRKNHJGFDK98CC,,,1130601~1150531,,,
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮大埔里２鄰大埔七街３７０號三樓之二,0.0,,,,1120730,土地0建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041229,112.53999999999999,3,2,2,有,有,有,15000,133,一樓平面,0.0,0,續租案件；,RPQNMLRKNHJGFDK09CC,整棟(戶)出租,有,1120730~1130729,有,冷氣、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,土地,五福段329地號,661.0,,山坡地保育區,丁種建築用地,1130424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,56000,85,,0.0,0,含增建或未登記建物；,RPRNMLRKNHJGFDK56CC,,,1130501~1140430,,,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔里２２鄰五福街６５巷５弄５號,0.0,,,,1120604,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830607,198.71,5,2,3,有,無,有,19800,100,,0.0,0,續租案件；,RPSNMLRKNHJGFDK66CC,整棟(戶)出租,無,1120604~1130603,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮竹南里１５鄰民族街６３號十五樓之一,0.0,,,,1120819,土地0建物1車位0,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871111,138.03,4,2,2,有,有,有,19000,138,,0.0,0,續租案件；,RPTNMLRKNHJGFDK76CC,整棟(戶)出租,有,1120819~1130818,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮竹南里１５鄰民族街６３號十四樓之二,0.0,,,,1120329,土地0建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871111,137.54,3,2,2,有,有,有,15000,109,,0.0,0,續租案件；,RPUNMLRKNHJGFDK86CC,整棟(戶)出租,有,1120331~1130330,有,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔里３鄰大埔一街１９７號三樓之１,0.0,,,,1120201,土地0建物1車位0,三層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1050421,119.61,3,2,2,有,有,有,12500,105,,0.0,0,續租案件；,RPVNMLRKNHJGFDK96CC,整棟(戶)出租,有,1120201~1130131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮正南里２５鄰延平路１巷２之４號,0.0,,,,1120201,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680808,82.28,3,2,2,有,無,有,10000,122,,0.0,0,續租案件；,RPWNMLRKNHJGFDK07CC,整棟(戶)出租,無,1120201~1130131,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
後龍鎮,租賃房屋,苗栗縣後龍鎮校椅里１２鄰校椅一路１３號四樓之二,0.0,,,,1120505,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1081009,139.54000000000002,3,2,2,有,有,無,14500,104,,0.0,0,續租案件；,RPXNMLRKNHJGFDK17CC,整棟(戶)出租,有,1120505~1130504,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
後龍鎮,租賃房屋,苗栗縣後龍鎮大庄里１８鄰中山路２１２號６樓,0.0,,,,1120525,土地0建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820816,121.72,3,2,2,有,有,有,12000,99,,0.0,0,租金總額含管理費；續租案件；,RPOOMLRKNHJGFDK98CC,整棟(戶)出租,有,1120525~1130524,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
後龍鎮,租賃房屋,苗栗縣後龍鎮北龍里１０鄰中山路１１巷１６號三樓之二,0.0,,,,1120711,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1101216,119.60000000000001,3,2,2,有,無,無,15000,125,,0.0,0,續租案件；,RPPOMLRKNHJGFDK09CC,整棟(戶)出租,無,1120711~1130710,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰育英二街７號三樓之九,0.0,,,,1110816,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0920331,30.55,1,0,1,有,有,有,3200,105,,0.0,0,租金總額含管理費；,RPQOMLRKNHJGFDK56CC,獨立套房,有,1110820~1120819,無,冷氣、熱水器、冰箱,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市東庄里６鄰昌隆一街３６８號十樓,0.0,,,,1120430,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061115,106.79,3,1,1,有,有,有,19100,179,,0.0,0,續租案件；,RPRNMLRKNHJGFFK76CC,整棟(戶)出租,有,1120512~1130511,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市忠孝里５鄰忠孝二路９８巷２號,0.0,,,,1120430,土地0建物1車位0,全,2,透天厝,住家用,鐵筋混凝土磚造,0630729,72.0,4,2,3,有,無,無,15200,211,,0.0,0,續租案件；,RPSNMLRKNHJGFFK86CC,整棟(戶)出租,無,1120501~1130430,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市東庄里６鄰富強三街５８號三樓,0.0,,,,1120513,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100622,121.41,3,2,2,有,有,有,19000,156,,0.0,0,續租案件；,RPTNMLRKNHJGFFK96CC,整棟(戶)出租,有,1120513~1130512,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市合興里４鄰合興街２７號三樓,0.0,,,,1120519,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861003,98.8,3,2,1,有,有,有,14500,147,,0.0,0,續租案件；,RPUNMLRKNHJGFFK07CC,整棟(戶)出租,有,1120601~1130531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔六街８２巷５號（４樓）,0.0,,,,1130518,土地0建物0車位0,全,7,透天厝,停車空間、住宅、梯間、水箱、機房,鋼筋混凝土造,1121017,38.31,6,0,6,有,無,有,13000,339,,0.0,0,含機車位一個租金總額含管理費；水費；網路費；,RPPNMLTKNHJGFDK56CC,分租套房,無,1130520~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱,
竹南鎮,租賃房屋,苗栗縣竹南鎮龍山路一段１３８號,18.0,住,,,1130518,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840421,96.14999999999999,2,2,1,有,無,無,11000,114,,0.0,0,,RPQNMLTKNHJGFDK66CC,,無,1130610~1180609,有,熱水器、瓦斯或天然氣,
苗栗市,租賃房屋,苗栗縣苗栗市水源里２５鄰陽明１２９號二樓之十八,0.0,,,,1130503,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851030,28.28,1,0,1,有,有,有,4500,159,,0.0,0,租金總額含管理費；,RPPNMLKLNHJGFBK18CC,獨立套房,有,1130503~1140502,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市水源里２５鄰陽明１２９號四樓之十,0.0,,,,1120518,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851030,28.28,1,0,1,有,有,有,4500,159,,0.0,0,租金總額含管理費；續租案件；,RPQNMLKLNHJGFBK28CC,獨立套房,有,1120518~1130517,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市北苗里２８鄰北安街１５８號九樓之三,0.0,,,,1120525,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830723,71.74,2,2,1,有,有,有,8500,118,,0.0,0,續租案件；,RPRNMLKLNHJGFBK38CC,整棟(戶)出租,有,1120525~1130524,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市水源里２０鄰陽明１３０號五樓之八,0.0,,,,1120820,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851030,26.39,1,0,1,有,有,有,4000,152,,0.0,0,續租案件；,RPSNMLKLNHJGFBK48CC,獨立套房,有,1120820~1130819,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市水源里２５鄰陽明１２９號四樓之十九,0.0,,,,1120717,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851030,28.28,1,0,1,有,有,無,4000,141,,0.0,0,管理費500元續租案件；,RPTNMLKLNHJGFBK58CC,獨立套房,無,1120728~1130727,無,,社會住宅代管
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰育英三街５號二樓之十三,0.0,,,,1120427,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0920716,20.2,1,0,1,有,有,有,2000,99,,0.0,0,租金總額含管理費；,RPPNMLKLNHJGFDK38CC,獨立套房,有,1120427~1130426,無,冷氣、熱水器、電視機、冰箱,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮山佳里８鄰佳北三街３號,0.0,,,,1130502,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0830120,216.86,6,2,3,有,無,有,10000,46,,0.0,0,租金總額含管理費；,RPQNMLKLNHJGFDK48CC,整棟(戶)出租,無,1130505~1140504,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市東庄里６鄰昌隆一街３６８號十樓,0.0,,,,1130502,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061115,106.79,3,1,1,有,有,有,19100,179,,0.0,0,,RPPNMLKLNHJGFFK58CC,整棟(戶)出租,有,1130512~1140511,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市田寮里２４鄰華夏路９０號二樓之二,0.0,,,,1130503,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830113,70.35,3,2,2,有,無,有,13000,185,,0.0,0,,RPQNMLKLNHJGFFK68CC,整棟(戶)出租,無,1130521~1140520,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
頭份市,租賃房屋,苗栗縣頭份市蟠桃里５鄰中央路５４５巷１７弄６號五樓,0.0,,,,1130503,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1021122,128.82,3,2,4,有,有,有,17000,132,,0.0,0,,RPTNMLKLNHJGFFK98CC,整棟(戶)出租,有,1130515~1140514,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市福麗里２６鄰民族路１０１巷５３弄２號二樓,0.0,,,,1130425,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810928,124.82,3,2,2,有,有,無,11100,89,,0.0,0,租金總額含管理費；,RPPNMLLLNHJGFBK28CC,整棟(戶)出租,有,1130427~1140426,有,熱水器、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市水源里２５鄰陽明１２９號四樓之十七,0.0,,,,1120624,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851030,27.189999999999998,1,0,1,有,有,有,4500,166,,0.0,0,租金總額含管理費；續租案件；,RPRNMLLLNHJGFBK48CC,獨立套房,有,1120624~1130623,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮天文里５鄰龍山路二段１３０號九樓,0.0,,,,1130508,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840825,72.6,3,2,1,有,有,有,13000,179,,0.0,0,,RPPNMLLLNHJGFDK48CC,整棟(戶)出租,有,1130605~1140604,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔里１鄰大埔一街７５號２樓之２,0.0,,,,1130508,土地0建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051012,132.12,3,2,2,有,有,有,19800,150,,0.0,0,,RPQNMLLLNHJGFDK58CC,整棟(戶)出租,有,1130508~1140507,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市後庄里１７鄰信義路６９０巷６弄５１號,0.0,,,,1130508,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1100413,179.21,4,3,3,有,無,有,19800,110,,0.0,0,,RPPNMLLLNHJGFFK68CC,整棟(戶)出租,無,1130520~1140519,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市中華路９２２號１１樓之９,0.0,,,,1130506,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0821221,114.21,2,2,2,有,有,有,11000,96,,0.0,0,,RPQNMLLLNHJGFFK78CC,整棟(戶)出租,有,1130506~1140505,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
